Measure,Group,Day,Value
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,4.52973260861428
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,4.711552096030926
IUs,FFI+CW,Day 1,4.703060601039854
IUs,FFI+CW,Day 1,4.01296128910642
IUs,FFI+CW,Day 1,4.408291680850182
IUs,FFI+CW,Day 1,5.946763710015786
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,5.497468693326688
IUs,FFI+CW,Day 1,6.114878812975566
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,4.029964764271755
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,4.9689137570867885
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,6.184919430383137
IUs,FFI+CW,Day 1,4.482271322136108
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,6.931293767263114
IUs,FFI+CW,Day 1,3.9140107253457623
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,6.549103840124185
IUs,FFI+CW,Day 1,3.712766487530608
IUs,FFI+CW,Day 1,5.747120903391336
IUs,FFI+CW,Day 1,4.367257279749482
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,6.623420853337155
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,6.364498987426314
IUs,FFI+CW,Day 1,4.345579935377391
IUs,FFI+CW,Day 1,5.6730215350407525
IUs,FFI+CW,Day 1,5.218388935662778
IUs,FFI+CW,Day 1,6.152370885507963
IUs,FFI+CW,Day 1,5.790310623761545
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,5.089286048714459
IUs,FFI+CW,Day 1,5.0246800330918955
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,7.11
IUs,FFI+CW,Day 1,4.691725953219504
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,3.731597314151858
IUs,FFI+CW,Day 1,6.069391568430449
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,3.69
IUs,FFI+CW,Day 1,6.76004745725476
IUs,FFI+CW,Day 1,3.69
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0533429881215057
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0232800758954235
C/T-unit,IW,Day 2,1.0419135628812863
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0736353159745657
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.053669824151141
C/T-unit,IW,Day 2,1.0173372991689014
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.006532637552177
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0634935833860037
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.009813195689122
C/T-unit,IW,Day 2,1.0073574473122746
C/T-unit,IW,Day 2,1.003848094050018
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0760781575641347
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0164996535779893
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0239124962381394
C/T-unit,IW,Day 2,1.0766033009578155
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0020573332384093
C/T-unit,IW,Day 2,1.0231406213068497
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0589096150904231
C/T-unit,IW,Day 2,1.0152966033427713
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0548276425505396
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0672769669211495
C/T-unit,IW,Day 2,1.0649595444834952
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0118771077100113
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0731987414726565
C/T-unit,IW,Day 2,1.0515257502899833
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0451073554906856
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.031831174221544
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0408644764121882
C/T-unit,IW,Day 2,1.070697688151198
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0694478370747358
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0024805679138296
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0282937295895829
C/T-unit,IW,Day 2,1.08
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.0
C/T-unit,IW,Day 2,1.068329884326702
C/T-unit,IW,Day 2,1.08
CoordC/T-unit,IW,Day 2,0.35051753346351555
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.2564692551034902
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.43970851819085666
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.3793171414635647
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.40753411768611847
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.2844628676091553
CoordC/T-unit,IW,Day 2,0.3458323141827921
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.39212163565016167
CoordC/T-unit,IW,Day 2,0.4077580191012872
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.25318389977372596
CoordC/T-unit,IW,Day 2,0.23331383503915204
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.29128002371514655
CoordC/T-unit,IW,Day 2,0.27593619483158816
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.3554765152377007
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.30373062597689904
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.324953090603905
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.3693902870446501
CoordC/T-unit,IW,Day 2,0.3311263329702735
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.3442590107823631
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.27307020147856464
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.36840663433493764
CoordC/T-unit,IW,Day 2,0.4228097192510395
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.3958093976483451
CoordC/T-unit,IW,Day 2,0.26848321413083626
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.4104801780679917
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.32910607437919676
CoordC/T-unit,IW,Day 2,0.2441994892939292
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.4320787503652058
CoordC/T-unit,IW,Day 2,0.3304045070642485
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.2390420895429064
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.2396906515693133
CoordC/T-unit,IW,Day 2,0.44
CoordC/T-unit,IW,Day 2,0.22
CoordC/T-unit,IW,Day 2,0.3833540221570425
MLC,IW,Day 2,5.750220141104146
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.249220688024733
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.446190655644211
MLC,IW,Day 2,5.571798738850612
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.576530701371147
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.520166928327958
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.7134852744686695
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.903465038719126
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.447752857974566
MLC,IW,Day 2,5.684777939059331
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.577731974683207
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.423099599924358
MLC,IW,Day 2,5.6192599741062965
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.764183762617088
MLC,IW,Day 2,5.444939143900119
MLC,IW,Day 2,5.207674874599784
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.884230810249396
MLC,IW,Day 2,5.838945441874475
MLC,IW,Day 2,5.489511292990627
MLC,IW,Day 2,5.602411703306263
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.537364741728526
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.286115264057471
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.281740062291589
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.204068733568976
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.264977402571283
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.748521265141214
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.6212294542097885
MLC,IW,Day 2,5.666546090541543
MLC,IW,Day 2,5.765627834857406
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.81451692207258
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.744500130701143
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.265840784235
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.875925714330033
MLC,IW,Day 2,5.91
MLC,IW,Day 2,5.793154366571961
MLC,IW,Day 2,5.2
MLC,IW,Day 2,5.594999552954537
MLC,IW,Day 2,5.541852116745212
MLC,IW,Day 2,5.2
GI,IW,Day 2,5.81
GI,IW,Day 2,4.93
GI,IW,Day 2,5.81
GI,IW,Day 2,4.93
GI,IW,Day 2,5.81
GI,IW,Day 2,4.93
GI,IW,Day 2,5.595103052805256
GI,IW,Day 2,4.93
GI,IW,Day 2,4.93
GI,IW,Day 2,5.185861422347261
GI,IW,Day 2,5.81
GI,IW,Day 2,5.81
GI,IW,Day 2,4.9317845278865455
GI,IW,Day 2,4.93
GI,IW,Day 2,5.1006170918819045
GI,IW,Day 2,4.93
GI,IW,Day 2,5.81
GI,IW,Day 2,5.81
GI,IW,Day 2,5.496382082233363
GI,IW,Day 2,4.93
GI,IW,Day 2,5.81
GI,IW,Day 2,5.81
GI,IW,Day 2,5.483351386409797
GI,IW,Day 2,4.984807052592825
GI,IW,Day 2,4.93
GI,IW,Day 2,5.81
GI,IW,Day 2,4.941648177576009
GI,IW,Day 2,5.81
GI,IW,Day 2,5.81
GI,IW,Day 2,4.93
GI,IW,Day 2,5.81
GI,IW,Day 2,5.81
GI,IW,Day 2,5.585400327949245
GI,IW,Day 2,4.93
GI,IW,Day 2,5.438714784895566
GI,IW,Day 2,5.81
GI,IW,Day 2,4.93
GI,IW,Day 2,5.403661787554875
GI,IW,Day 2,5.81
GI,IW,Day 2,4.93
GI,IW,Day 2,5.774566881124889
GI,IW,Day 2,4.93
GI,IW,Day 2,5.81
GI,IW,Day 2,5.26602365526874
GI,IW,Day 2,5.118128626820456
GI,IW,Day 2,4.93
GI,IW,Day 2,4.93
GI,IW,Day 2,5.81
GI,IW,Day 2,5.81
GI,IW,Day 2,5.765341848358484
GI,IW,Day 2,4.93
GI,IW,Day 2,4.93
GI,IW,Day 2,5.81
GI,IW,Day 2,5.78859686586229
GI,IW,Day 2,5.701525852832625
GI,IW,Day 2,4.93
GI,IW,Day 2,4.955346840433905
GI,IW,Day 2,4.93
GI,IW,Day 2,5.81
GI,IW,Day 2,4.93
GI,IW,Day 2,4.93
GI,IW,Day 2,4.93
GI,IW,Day 2,5.81
GI,IW,Day 2,5.81
GI,IW,Day 2,4.93
GI,IW,Day 2,4.93
GI,IW,Day 2,5.055852734935148
GI,IW,Day 2,4.93
GI,IW,Day 2,4.93
GI,IW,Day 2,5.562778963417277
GI,IW,Day 2,5.025303630853597
GI,IW,Day 2,4.93
GI,IW,Day 2,5.81
GI,IW,Day 2,5.797350937056782
GI,IW,Day 2,5.63428399350806
GI,IW,Day 2,5.81
GI,IW,Day 2,4.93
GI,IW,Day 2,5.7921446838233
GI,IW,Day 2,4.93
GI,IW,Day 2,4.93
GI,IW,Day 2,5.81
GI,IW,Day 2,5.111792516757043
GI,IW,Day 2,4.93
GI,IW,Day 2,5.81
GI,IW,Day 2,4.93
GI,IW,Day 2,5.81
GI,IW,Day 2,5.81
GI,IW,Day 2,5.81
GI,IW,Day 2,5.81
GI,IW,Day 2,5.81
GI,IW,Day 2,4.93
GI,IW,Day 2,4.969652257043612
GI,IW,Day 2,5.188546740265334
GI,IW,Day 2,5.81
GI,IW,Day 2,4.93
GI,IW,Day 2,4.93
GI,IW,Day 2,5.112334052182523
GI,IW,Day 2,5.81
GI,IW,Day 2,5.6353438505989395
GI,IW,Day 2,4.93
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,15.022203660460063
GramErr100,IW,Day 2,12.602774001572467
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,14.735509833407452
GramErr100,IW,Day 2,16.824337803466413
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,15.353476499365717
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,16.44347114453293
GramErr100,IW,Day 2,15.000121560115156
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,14.107887065091026
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,16.89452074598099
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,14.191336405978898
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,17.641315905436286
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,14.17273650884241
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,13.462589818238486
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,16.137412217472114
GramErr100,IW,Day 2,15.175147643615523
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,12.529171586344733
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,17.561598579993444
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,15.163143219986791
GramErr100,IW,Day 2,14.936834457061376
GramErr100,IW,Day 2,13.59821387682083
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,17.61597227521213
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,14.14787303625897
GramErr100,IW,Day 2,15.243936753767986
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,14.501092508426376
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,16.710107689706106
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,16.59170234749739
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,17.513064302310816
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,14.118181659219138
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,13.660364000494909
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,17.080038520029508
GramErr100,IW,Day 2,12.39
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,13.70200733355399
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,17.89
GramErr100,IW,Day 2,12.39
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,23.24614553724933
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,19.29036670639384
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,20.090234021954746
GramErrFreeC,IW,Day 2,26.778150891090895
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,30.90764969584089
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,21.724016497723493
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,27.63702354523662
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,27.431159367533887
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,27.44023276111548
GramErrFreeC,IW,Day 2,35.72226449658782
GramErrFreeC,IW,Day 2,35.7024151985202
GramErrFreeC,IW,Day 2,31.429959038840256
GramErrFreeC,IW,Day 2,25.826422720405287
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,30.716387335668315
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,34.300098127149056
GramErrFreeC,IW,Day 2,22.70280779939694
GramErrFreeC,IW,Day 2,32.681457036754885
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,20.202608683521916
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,31.614478236549648
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,26.711600615739858
GramErrFreeC,IW,Day 2,29.135016096929398
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,36.26889079447531
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,19.883852690658532
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,36.3290918755705
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,24.332121479683494
GramErrFreeC,IW,Day 2,22.1390456670094
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,33.59736755497767
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,33.15416066534281
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,35.96090671692801
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,28.205254996327735
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,33.23991593744663
GramErrFreeC,IW,Day 2,35.444583910335204
GramErrFreeC,IW,Day 2,21.634734759794675
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,25.950889226995876
GramErrFreeC,IW,Day 2,17.41
GramErrFreeC,IW,Day 2,24.625965661699183
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,36.6
GramErrFreeC,IW,Day 2,36.6
SpellErr100,IW,Day 2,4.68
SpellErr100,IW,Day 2,4.68
SpellErr100,IW,Day 2,4.68
SpellErr100,IW,Day 2,4.68
SpellErr100,IW,Day 2,11.27
SpellErr100,IW,Day 2,11.27
SpellErr100,IW,Day 2,4.68
SpellErr100,IW,Day 2,11.27
SpellErr100,IW,Day 2,4.68
SpellErr100,IW,Day 2,4.68
SpellErr100,IW,Day 2,4.68
SpellErr100,IW,Day 2,4.978197529072864
SpellErr100,IW,Day 2,11.27
SpellErr100,IW,Day 2,11.27
SpellErr100,IW,Day 2,11.27
SpellErr100,IW,Day 2,4.68
SpellErr100,IW,Day 2,8.103888960639733
SpellErr100,IW,Day 2,4.68
SpellErr100,IW,Day 2,10.657691627821567
SpellErr100,IW,Day 2,4.68
SpellErr100,IW,Day 2,4.68
SpellErr100,IW,Day 2,11.27
SpellErr100,IW,Day 2,4.983814489124137
SpellErr100,IW,Day 2,7.846553533271838
SpellErr100,IW,Day 2,5.587758306162247
SpellErr100,IW,Day 2,11.27
